1742094000000,Ranging
1742097600000,Ranging
1742101200000,Ranging
1742104800000,Ranging
1742108400000,Ranging
1742112000000,Ranging
1742115600000,Ranging
1742119200000,Ranging
1742122800000,Ranging
1742126400000,Ranging
1742130000000,Bear
1742133600000,Ranging
1742137200000,Ranging
1742140800000,Ranging
1742144400000,Bull
1742148000000,Ranging
1742151600000,Ranging
1742155200000,Ranging
1742158800000,Ranging
1742162400000,Ranging
1742166000000,Ranging
1742169600000,Ranging
1742173200000,Ranging
1742176800000,Ranging
1742180400000,Ranging
1742184000000,Ranging
1742187600000,Ranging
1742191200000,Ranging
1742194800000,Ranging
1742198400000,Ranging
1742202000000,Ranging
1742205600000,Ranging
1742209200000,Ranging
1742212800000,Ranging
1742216400000,Ranging
1742220000000,Ranging
1742223600000,Ranging
1742227200000,Ranging
1742230800000,Ranging
1742234400000,Ranging
1742238000000,Ranging
1742241600000,Ranging
1742245200000,Ranging
1742248800000,Ranging
